log_id,customer_key,log_date,topic,category,description,sentiment,channel,priority,resolution_date,agent_key
1405,15342,2023-06-20,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Kritisch,2023-06-23,41
1406,17683,2024-10-20,Tarif,Vertrag,Kündigung,Negativ,App,Mittel,2024-10-23,143
1407,10456,2024-08-17,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Email,Hoch,2024-08-20,106
1408,7900,2023-10-04,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Telefon,Niedrig,2023-10-16,155
1409,6671,2025-01-23,Tarif,Vertrag,Vertragsverlängerung,Neutral,Chat,Niedrig,2025-02-06,77
1410,16790,2023-05-26,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Telefon,Mittel,2023-05-27,17
1411,8874,2025-02-19,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Email,Hoch,2025-02-25,132
1412,2926,2025-03-07,Allgemein,Service,Informationsanfrage,Neutral,App,Niedrig,2025-03-18,19
1413,17762,2023-03-06,Allgemein,Service,Informationsanfrage,Negativ,Telefon,Niedrig,2023-03-15,49
1414,2178,2024-02-24,Rechnung,Abrechnung,Rechnungsfrage,Negativ,Telefon,Niedrig,2024-03-05,126
1415,7250,2024-11-24,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Kritisch,2024-12-01,200
1416,16977,2023-04-02,Solar,Technisch,Monitoring nicht verfügbar,Negativ,App,Mittel,2023-04-08,125
1417,11088,2025-03-27,Allgemein,Service,Informationsanfrage,Neutral,Telefon,Hoch,2025-03-27,155
1418,12660,2023-05-31,Speicher,Technisch,Kapazität gesunken,Positiv,Email,Niedrig,2023-06-05,78
1419,7052,2023-08-12,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Email,Niedrig,2023-08-13,96
1420,12566,2024-10-12,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Telefon,Mittel,2024-10-14,31
1421,13640,2025-04-26,Solar,Technisch,Solaranlage produziert nicht,Negativ,App,Mittel,2025-05-08,115
1422,3731,2025-06-19,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Hoch,2025-06-25,33
1423,7306,2024-12-08,Allgemein,Service,Informationsanfrage,Negativ,Email,Mittel,2024-12-14,44
1424,2381,2024-03-14,Solar,Technisch,Monitoring nicht verfügbar,Negativ,App,Hoch,2024-03-20,172
1425,5092,2023-01-02,Tarif,Vertrag,Kündigung,Positiv,Chat,Mittel,2023-01-03,45
1426,1082,2023-11-07,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Mittel,2023-11-13,73
1427,2369,2025-06-10,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Email,Mittel,2025-06-19,126
1428,1745,2024-01-25,Allgemein,Service,Kontaktdaten ändern,Negativ,Telefon,Niedrig,2024-02-07,84
1429,12305,2024-10-30,Tarif,Vertrag,Umzug melden,Positiv,Chat,Hoch,2024-11-02,82
1430,8100,2023-12-10,Speicher,Technisch,Kapazität gesunken,Negativ,Chat,Niedrig,2023-12-15,55
1431,5791,2024-02-02,Allgemein,Service,Lob,Positiv,Telefon,Niedrig,2024-02-03,178
1432,11022,2025-04-12,Speicher,Technisch,Kapazität gesunken,Neutral,Email,Niedrig,2025-04-25,27
1433,543,2023-12-28,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Niedrig,2024-01-03,44
1434,3346,2024-06-30,Rechnung,Abrechnung,Zahlungsplan angefragt,Negativ,Chat,Niedrig,2024-07-02,55
1435,18766,2024-08-30,Smart Meter,Installation,Smart Meter Installation angefragt,Negativ,App,Niedrig,2024-09-01,130
1436,18537,2023-05-10,Allgemein,Service,Lob,Positiv,Chat,Niedrig,2023-05-13,14
1437,2945,2023-01-20,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Email,Niedrig,2023-01-28,164
1438,7325,2023-01-15,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Kritisch,2023-01-17,192
1439,13011,2025-05-04,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Mittel,2025-05-04,184
1440,2884,2024-10-14,Allgemein,Service,Informationsanfrage,Neutral,Telefon,Niedrig,2024-10-19,138
1441,7340,2024-07-03,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Telefon,Mittel,2024-07-13,20
1442,2555,2023-05-26,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Hoch,2023-05-28,197
1443,3636,2024-01-21,Tarif,Vertrag,Tarifwechsel angefragt,Negativ,App,Hoch,2024-01-21,107
1444,4924,2025-05-30,Wallbox,E-Mobility,Ladekarte Probleme,Negativ,Email,Mittel,2025-06-12,64
1445,5395,2023-07-07,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,App,Niedrig,2023-07-11,116
1446,10267,2025-04-28,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Telefon,Hoch,2025-04-28,132
1447,5480,2023-10-06,Speicher,Technisch,Kapazität gesunken,Negativ,Telefon,Niedrig,2023-10-10,169
1448,17381,2023-09-03,Tarif,Vertrag,Vertragsverlängerung,Neutral,Chat,Mittel,2023-09-15,188
1449,19107,2024-08-13,Speicher,Technisch,Kapazität gesunken,Neutral,App,Niedrig,2024-08-23,34
1450,19236,2024-02-02,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Hoch,2024-02-05,159
1451,12673,2023-08-08,Allgemein,Service,Informationsanfrage,Neutral,Chat,Niedrig,2023-08-19,155
1452,12841,2025-06-14,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Positiv,App,Mittel,2025-06-14,182
1453,3162,2023-03-09,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Telefon,Mittel,2023-03-23,98
1454,17630,2025-02-20,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Positiv,Email,Niedrig,2025-03-04,24
1455,6693,2024-01-08,Allgemein,Service,Lob,Positiv,Telefon,Niedrig,2024-01-15,150
1456,4584,2023-04-24,Speicher,Technisch,Batteriespeicher Störung,Negativ,Telefon,Niedrig,2023-04-24,74
1457,17290,2025-03-04,Solar,Technisch,Wechselrichter Fehler,Neutral,Telefon,Niedrig,2025-03-13,125
1458,11720,2025-02-08,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Chat,Hoch,2025-02-13,38
1459,4613,2023-01-17,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Telefon,Mittel,2023-01-30,108
1460,3887,2023-04-14,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Email,Mittel,2023-04-25,22
1461,1074,2024-05-03,Solar,Technisch,Solaranlage produziert nicht,Negativ,Email,Hoch,2024-05-03,123
1462,18100,2024-11-01,Allgemein,Service,Lob,Positiv,Telefon,Niedrig,2024-11-04,152
1463,10675,2023-02-13,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,App,Hoch,2023-02-13,17
1464,19152,2023-11-16,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Kritisch,2023-11-18,138
1465,5648,2023-02-06,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Telefon,Hoch,2023-02-10,63
1466,9664,2024-08-08,Allgemein,Service,Kontaktdaten ändern,Neutral,Telefon,Niedrig,2024-08-20,60
1467,11747,2023-01-21,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Hoch,2023-01-23,19
1468,6237,2024-01-11,Wärmepumpe,Technisch,Wartung angefragt,Neutral,App,Hoch,2024-01-18,37
1469,18499,2025-04-02,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Chat,Mittel,2025-04-02,11
1470,4307,2023-06-05,Tarif,Vertrag,Umzug melden,Neutral,Email,Mittel,2023-06-18,116
1471,2573,2024-02-15,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Niedrig,2024-02-21,169
1472,4814,2024-11-26,Solar,Technisch,Einspeisevergütung Frage,Neutral,App,Hoch,2024-11-30,138
1473,19660,2024-03-24,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Hoch,2024-03-28,35
1474,12065,2023-12-14,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Telefon,Mittel,2023-12-28,18
1475,11096,2024-11-15,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Chat,Niedrig,2024-11-24,110
1476,11628,2024-11-07,Solar,Technisch,Einspeisevergütung Frage,Neutral,Email,Niedrig,2024-11-20,104
1477,8338,2025-01-06,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Chat,Niedrig,2025-01-19,162
1478,14179,2023-03-03,Solar,Technisch,Einspeisevergütung Frage,Neutral,Chat,Niedrig,2023-03-09,80
1479,25,2024-06-21,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Email,Niedrig,2024-06-27,194
1480,19230,2023-09-18,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Email,Mittel,2023-09-28,32
1481,8521,2024-04-20,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Kritisch,2024-04-26,192
1482,16602,2025-02-25,Tarif,Vertrag,Umzug melden,Neutral,Telefon,Mittel,2025-02-26,104
1483,14030,2024-11-03,Allgemein,Service,Kontaktdaten ändern,Negativ,Telefon,Hoch,2024-11-08,127
1484,4557,2025-01-12,Allgemein,Service,Lob,Positiv,Telefon,Niedrig,2025-01-21,45
1485,9754,2023-09-23,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Telefon,Kritisch,2023-09-30,102
1486,11594,2023-05-18,Rechnung,Abrechnung,Abschlag zu hoch,Negativ,Telefon,Mittel,2023-05-22,94
1487,14958,2024-11-30,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Chat,Hoch,2024-11-30,49
1488,360,2023-05-26,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Hoch,2023-05-26,19
1489,8412,2023-05-11,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Mittel,2023-05-23,13
1490,9027,2023-03-27,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Telefon,Mittel,2023-03-30,148
1491,16063,2025-05-18,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Telefon,Mittel,2025-05-18,16
1492,4228,2024-06-03,Tarif,Vertrag,Tarifwechsel angefragt,Negativ,Telefon,Niedrig,2024-06-07,21
1493,4226,2024-09-07,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Kritisch,2024-09-14,5
1494,11463,2023-10-04,Speicher,Technisch,Batteriespeicher Störung,Negativ,Telefon,Kritisch,2023-10-10,15
1495,5751,2025-02-07,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Positiv,App,Mittel,2025-02-21,22
1496,8261,2023-12-03,Tarif,Vertrag,Kündigung,Positiv,Telefon,Niedrig,2023-12-10,150
1497,7123,2023-01-30,Solar,Technisch,Einspeisevergütung Frage,Neutral,App,Niedrig,2023-02-06,87
1498,16852,2025-05-19,Solar,Technisch,Wechselrichter Fehler,Neutral,Telefon,Kritisch,2025-05-25,17
1499,2694,2024-08-14,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Telefon,Mittel,2024-08-18,89
1500,13476,2024-11-22,Tarif,Vertrag,Umzug melden,Neutral,Chat,Mittel,2024-11-25,175
1501,9594,2023-09-16,Solar,Technisch,Einspeisevergütung Frage,Neutral,Telefon,Mittel,2023-09-18,42
1502,7001,2023-06-14,Solar,Technisch,Einspeisevergütung Frage,Positiv,Telefon,Niedrig,2023-06-26,53
1503,13880,2024-05-21,Wallbox,E-Mobility,Ladekarte Probleme,Negativ,Telefon,Mittel,2024-05-25,24
1504,19503,2023-04-03,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Hoch,2023-04-07,16
1505,17806,2023-03-12,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Email,Mittel,2023-03-22,32
1506,17197,2023-01-30,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,App,Hoch,2023-01-31,44
1507,7217,2023-10-09,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,App,Mittel,2023-10-09,103
1508,15434,2025-04-27,Solar,Technisch,Einspeisevergütung Frage,Negativ,Email,Mittel,2025-04-30,35
1509,19754,2024-12-07,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Hoch,2024-12-10,95
1510,5712,2023-06-22,Speicher,Technisch,Batteriespeicher Störung,Negativ,Telefon,Niedrig,2023-06-27,130
1511,5295,2023-09-19,Allgemein,Service,Lob,Positiv,Email,Niedrig,2023-09-25,30
1512,19271,2023-03-09,Solar,Technisch,Wechselrichter Fehler,Neutral,Chat,Mittel,2023-03-11,189
1513,155,2024-04-24,Allgemein,Service,Kontaktdaten ändern,Positiv,Telefon,Mittel,2024-04-28,99
1514,9997,2024-02-17,Tarif,Vertrag,Umzug melden,Neutral,Chat,Niedrig,2024-02-26,12
1515,2948,2025-01-17,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Chat,Niedrig,2025-01-29,10
1516,11297,2023-08-11,Allgemein,Service,Kontaktdaten ändern,Neutral,Email,Hoch,2023-08-18,168
1517,10538,2025-05-21,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Email,Niedrig,2025-05-26,125
1518,17162,2024-10-18,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Hoch,2024-10-23,127
1519,184,2024-03-13,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Chat,Mittel,2024-03-17,140
1520,4482,2023-08-06,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,App,Mittel,2023-08-10,97
1521,17915,2024-03-10,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Telefon,Mittel,2024-03-24,107
1522,15063,2025-01-29,Allgemein,Service,Beschwerde,Negativ,Email,Mittel,2025-02-05,193
1523,13740,2025-05-23,Rechnung,Abrechnung,Gutschrift angefragt,Neutral,Telefon,Niedrig,2025-05-24,32
1524,716,2024-01-31,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Telefon,Mittel,2024-02-09,1
1525,1891,2024-10-17,Wallbox,E-Mobility,App-Verbindung unterbrochen,Positiv,Chat,Mittel,2024-10-25,168
1526,10703,2023-11-02,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Chat,Niedrig,2023-11-04,80
1527,2345,2025-01-17,Tarif,Vertrag,Vertragsverlängerung,Neutral,App,Niedrig,2025-01-19,19
1528,10809,2024-05-06,Solar,Technisch,Einspeisevergütung Frage,Negativ,App,Hoch,2024-05-10,6
1529,17868,2023-04-04,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Hoch,2023-04-07,76
1530,1026,2025-01-09,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Niedrig,2025-01-21,93
1531,133,2025-03-01,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Hoch,2025-03-04,7
1532,3766,2023-05-13,Rechnung,Abrechnung,Abschlag zu hoch,Positiv,Email,Hoch,2023-05-13,27
1533,5220,2023-01-29,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Hoch,2023-02-05,120
1534,9058,2025-02-15,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Hoch,2025-02-18,179
1535,1901,2025-01-07,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Telefon,Hoch,2025-01-12,199
1536,7511,2024-11-14,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Telefon,Niedrig,2024-11-14,10
1537,7292,2024-04-10,Solar,Technisch,Einspeisevergütung Frage,Positiv,App,Niedrig,2024-04-21,46
1538,3975,2023-10-10,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Mittel,2023-10-20,34
1539,4327,2025-04-05,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Chat,Mittel,2025-04-17,147
1540,19772,2024-07-29,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Kritisch,2024-07-31,10
1541,15861,2024-04-22,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Telefon,Hoch,2024-04-26,181
1542,990,2024-07-14,Solar,Technisch,Solaranlage Ertrag niedrig,Negativ,Telefon,Mittel,2024-07-14,9
1543,9332,2025-01-17,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Niedrig,2025-01-17,133
1544,17276,2024-02-07,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Kritisch,2024-02-11,99
1545,5571,2023-09-09,Speicher,Technisch,Kapazität gesunken,Negativ,Chat,Niedrig,2023-09-20,2
1546,12737,2024-04-06,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Email,Kritisch,2024-04-10,117
1547,8011,2024-10-24,Allgemein,Service,Allgemeine Anfrage,Positiv,App,Kritisch,2024-10-27,117
1548,7308,2025-01-07,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Mittel,2025-01-14,29
1549,16168,2024-06-07,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Hoch,2024-06-09,75
1550,18027,2024-09-17,Rechnung,Abrechnung,Abschlag zu hoch,Positiv,App,Mittel,2024-09-18,92
1551,8785,2023-01-11,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Hoch,2023-01-11,181
1552,11298,2024-12-20,Tarif,Vertrag,Vertragsverlängerung,Neutral,Telefon,Mittel,2024-12-22,153
1553,11231,2023-08-05,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,App,Kritisch,2023-08-08,132
1554,3834,2024-10-04,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Chat,Niedrig,2024-10-07,165
1555,8844,2024-04-14,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Telefon,Kritisch,2024-04-16,129
1556,12754,2023-09-08,Wallbox,E-Mobility,Wallbox Installation angefragt,Negativ,Telefon,Mittel,2023-09-15,141
1557,4911,2024-07-21,Solar,Technisch,Solaranlage Ertrag niedrig,Positiv,Chat,Mittel,2024-07-22,38
1558,9530,2024-01-19,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Email,Mittel,2024-01-22,79
1559,2041,2025-03-28,Rechnung,Abrechnung,Gutschrift angefragt,Positiv,Chat,Mittel,2025-03-30,34
1560,2581,2024-12-10,Allgemein,Service,Kontaktdaten ändern,Neutral,Email,Hoch,2024-12-17,7
1561,10306,2024-09-08,Speicher,Technisch,Kapazität gesunken,Neutral,App,Hoch,2024-09-13,107
1562,9212,2024-07-22,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,App,Niedrig,2024-08-01,13
1563,188,2024-12-24,Solar,Technisch,Solaranlage produziert nicht,Negativ,Email,Niedrig,2024-12-26,156
1564,6196,2025-03-27,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Mittel,2025-04-02,1
1565,2041,2024-05-06,Rechnung,Abrechnung,Abschlag anpassen,Negativ,Telefon,Kritisch,2024-05-06,66
1566,13157,2024-03-26,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Telefon,Mittel,2024-03-27,97
1567,16494,2025-03-25,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Email,Niedrig,2025-03-26,84
1568,13426,2024-01-09,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Mittel,2024-01-23,85
1569,8805,2024-01-02,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Chat,Mittel,2024-01-05,56
1570,857,2023-10-22,Tarif,Vertrag,Kündigung,Neutral,Telefon,Mittel,2023-11-03,178
1571,9491,2025-01-26,Solar,Technisch,Solaranlage produziert nicht,Negativ,Telefon,Kritisch,2025-01-28,22
1572,13196,2024-10-16,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Mittel,2024-10-18,42
1573,11567,2024-09-03,Allgemein,Service,Beschwerde,Negativ,App,Hoch,2024-09-10,140
1574,19187,2025-04-13,Allgemein,Service,Beschwerde,Negativ,Telefon,Hoch,2025-04-13,143
1575,3242,2023-02-09,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Chat,Mittel,2023-02-19,19
1576,8646,2025-06-20,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Email,Hoch,2025-06-27,58
1577,1501,2023-02-06,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Telefon,Mittel,2023-02-13,101
1578,17475,2025-06-21,Rechnung,Abrechnung,Abschlag zu hoch,Negativ,Email,Mittel,2025-06-26,165
1579,18785,2025-01-24,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Telefon,Hoch,2025-01-30,96
1580,3524,2025-03-20,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Niedrig,2025-03-25,190
1581,9822,2023-09-29,Tarif,Vertrag,Vertragsverlängerung,Negativ,Email,Mittel,2023-10-12,60
1582,6301,2024-09-26,Tarif,Vertrag,Preisgarantie Frage,Negativ,App,Niedrig,2024-10-05,198
1583,4668,2024-11-19,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Kritisch,2024-11-23,55
1584,8762,2023-11-02,Allgemein,Service,Beschwerde,Negativ,Chat,Kritisch,2023-11-02,113
1585,80,2023-09-18,Solar,Technisch,Wechselrichter Fehler,Neutral,Telefon,Niedrig,2023-09-18,140
1586,9827,2024-03-27,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Hoch,2024-04-02,169
1587,1288,2025-01-19,Tarif,Vertrag,Tarifwechsel angefragt,Negativ,Email,Hoch,2025-01-22,85
1588,15138,2024-03-05,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Niedrig,2024-03-12,55
1589,14805,2023-05-03,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Telefon,Hoch,2023-05-09,14
1590,1428,2025-06-14,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Telefon,Niedrig,2025-06-19,135
1591,15337,2024-03-20,Smart Meter,Installation,Smart Meter zeigt keine Daten,Negativ,App,Mittel,2024-03-28,91
1592,5836,2024-10-10,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Chat,Niedrig,2024-10-19,131
1593,6618,2023-03-23,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Email,Mittel,2023-03-23,87
1594,1004,2023-06-22,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Positiv,App,Niedrig,2023-07-02,55
1595,8174,2023-11-05,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Email,Mittel,2023-11-10,144
1596,13428,2024-07-06,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Telefon,Hoch,2024-07-08,54
1597,18213,2025-01-25,Allgemein,Service,Lob,Positiv,Email,Niedrig,2025-01-27,158
1598,14730,2025-06-29,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Niedrig,2025-07-12,119
1599,5535,2024-01-16,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,App,Niedrig,2024-01-27,177
1600,3211,2023-08-09,Rechnung,Abrechnung,Abschlag anpassen,Negativ,Email,Mittel,2023-08-17,136
1601,11732,2023-06-23,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Telefon,Hoch,2023-06-30,200
1602,7374,2025-01-31,Allgemein,Service,Allgemeine Anfrage,Neutral,App,Mittel,2025-02-08,20
1603,1207,2025-01-07,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Email,Mittel,2025-01-14,85
1604,1780,2024-09-18,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Email,Hoch,2024-09-24,135
1605,17279,2023-07-20,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,App,Hoch,2023-07-27,86
1606,16152,2024-11-02,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Kritisch,2024-11-03,195
1607,12942,2024-09-12,Allgemein,Service,Informationsanfrage,Neutral,Email,Hoch,2024-09-17,75
1608,16141,2024-07-20,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Email,Mittel,2024-07-30,72
1609,1551,2023-08-31,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,App,Mittel,2023-09-04,163
1610,10268,2023-08-28,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Negativ,Telefon,Mittel,2023-08-28,111
1611,1709,2024-09-14,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Email,Mittel,2024-09-16,70
1612,15931,2023-02-12,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Mittel,2023-02-24,142
1613,19425,2024-11-02,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Positiv,Chat,Hoch,2024-11-03,170
1614,11323,2023-02-15,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Chat,Mittel,2023-02-17,141
1615,17394,2023-10-08,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Chat,Mittel,2023-10-11,188
1616,10942,2023-08-12,Speicher,Technisch,Kapazität gesunken,Neutral,Email,Niedrig,2023-08-19,170
1617,14535,2023-09-16,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Telefon,Mittel,2023-09-25,40
1618,17186,2023-07-10,Smart Meter,Installation,Smart Meter zeigt keine Daten,Positiv,Telefon,Niedrig,2023-07-12,68
1619,5346,2023-10-21,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Positiv,Telefon,Niedrig,2023-10-25,130
1620,14731,2024-10-28,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Niedrig,2024-11-08,81
1621,7672,2024-12-20,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Positiv,Chat,Mittel,2025-01-02,38
1622,8325,2024-09-22,Solar,Technisch,Einspeisevergütung Frage,Neutral,Email,Mittel,2024-09-25,6
1623,5558,2024-06-13,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Email,Mittel,2024-06-15,25
1624,6735,2023-06-14,Rechnung,Abrechnung,Gutschrift angefragt,Neutral,Chat,Mittel,2023-06-23,45
1625,18164,2023-01-10,Tarif,Vertrag,Umzug melden,Negativ,Chat,Mittel,2023-01-21,189
1626,13897,2024-11-29,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Email,Hoch,2024-12-04,60
1627,1131,2025-04-23,Allgemein,Service,Lob,Positiv,App,Niedrig,2025-05-02,81
